Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Descr,USD Amount
HQSMS,26/11/2018,44704,SPARTAN RELIEF SUPPLIES LIMITED,KEN,CLOTHING,"100,000"
HQSMS,26/11/2018,44705,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"123,424"
HQSMS,26/11/2018,44711,ALPINTER,BEL,BLANKETS,"305,424"
HQSMS,26/11/2018,44716,ALPINTER,BEL,BLANKETS,"580,608"
IRQ01,26/11/2018,3584,Belad Al Naser for General Trade & Contr,IRQ,MAINTENANCE/ CONSTRUCTION SER,"2,842,744"
KEN01,26/11/2018,11130,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"103,747"
LBN01,26/11/2018,3116,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"200,000"
LBN01,26/11/2018,3117,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"1,000,000"
LBN01,26/11/2018,3122,STE. TELESUPPORT INTERNATIONAL SAL,LBN,ADVERTISING/ INFORMATION SER,"641,300"
MEX01,26/11/2018,750,JOCA INGENIERIA Y CONSTR SA DE CV,MEX,MAINTENANCE/ CONSTRUCTION SER,"169,289"
NLD01,26/11/2018,75,DEMO TV LTD,GBR,ADVERTISING/ INFORMATION SER,"120,068"
YECBI,26/11/2018,28,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"7,196,263"
YECBI,26/11/2018,29,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"2,530,955"
YECBI,26/11/2018,30,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"3,421,427"
HQSMS,25/11/2018,44687,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"228,045"
IRQ01,25/11/2018,3583,Belad Al Naser for General Trade & Contr,IRQ,MAINTENANCE/ CONSTRUCTION SER,"2,525,042"
JOR01,24/11/2018,5460,DANOFFICE PLC,DNK,COMPUTERS,"118,500"
JOR01,24/11/2018,5460,DANOFFICE PLC,DNK,PRINTER/ PRINTER ACCESSORIES,"211,170"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
DONIK,23/11/2018,579,Nike European Operations Netherlands B.V,NLD,FOOTWEAR,"136,410"
HQSMS,23/11/2018,44645,Better Shelter RHU AB,SWE,PREFABRICATED House,"238,909"
HQSMS,23/11/2018,44656,Better Shelter RHU AB,SWE,PREFABRICATED House,"164,250"
HQSMS,23/11/2018,44673,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
MEX01,23/11/2018,749,URBANIZADORA Y CONSTRUCTORA IKMA SA DE C,MEX,MAINTENANCE/ CONSTRUCTION SER,"135,198"
NLD01,23/11/2018,73,KR WaveMaker,FRA,ADVERTISING/ INFORMATION SER,"188,068"
PSFRR,23/11/2018,1338,OMICRON SERVIZI SRL,ITA,ADVERTISING/ INFORMATION SER,"224,432"
PSFRR,23/11/2018,1339,ITALIAN PROSALES SRL,ITA,ADVERTISING/ INFORMATION SER,"665,341"
PSFRR,23/11/2018,1343,METADONORS SRL,ITA,ADVERTISING/ INFORMATION SER,"137,500"
THA01,23/11/2018,1649,RMA Automotive Company Limited,THA,ENGINEERING SERVICES,"112,653"
UGA01,23/11/2018,7131,HONDA UGANDA LTD,UGA,MOTORIZED CYCLES,"120,000"
UKR01,23/11/2018,2815,LOGISTIKDON LTD,RUS,CONCRETE/ CEMENT/ PLASTER,"132,601"
GRC01,22/11/2018,3135,DANOFFICE PLC,DNK,COMPUTERS,"148,624"
HQSMS,22/11/2018,44622,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"132,397"
HQSMS,22/11/2018,44629,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"405,080"
IRQ01,22/11/2018,3581,Jawharat Al-Sharq Company,IRQ,STORAGE/PACKING/HANDLING,"159,825"
SYR01,22/11/2018,5175,DANOFFICE PLC,DNK,NETWORK COMPONENTS / ACCESS,"111,850"
SYR01,22/11/2018,5176,ATEA,DNK,COMPUTERS,"276,648"
TZA01,22/11/2018,4177,SUNFLAG (TANZANIA) LIMITED,TZA,CLOTHING,"231,547"
UGA01,22/11/2018,7129,HONDA UGANDA LTD,UGA,MOTORIZED CYCLES,"157,500"
UNOPS,22/11/2018,361,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"105,732"
BRA01,21/11/2018,560,APA COMERCIO DE IMOVEIS LTDA,BRA,BEDCLOTHES/ MATRESSES/ TOWELS,"226,042"
DONIK,21/11/2018,578,UNDP,TCD,MOSQUITO NET,"223,905"
HQSMS,21/11/2018,44573,RELIEFLINE KENYA LTD,KEN,PERSONAL CARE PRODUCTS,"336,000"
HQSMS,21/11/2018,44577,Shree Balaji Woollen Mills,IND,BLANKETS,"132,365"
HQSMS,21/11/2018,44580,Bollore Logistics India Limited,IND,CARGO/PASSENGER TRANSPORT,"106,392"
HQSMS,21/11/2018,44586,MEC AFRICA LTD,KEN,ADVERTISING/ INFORMATION SER,"315,000"
HQSMS,21/11/2018,44587,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"111,150"
HQSMS,21/11/2018,44590,PRICE WATERHOUSE COOPERS,CHE,FINANCIAL SERVICES,"137,587"
HQSMS,21/11/2018,44596,PLANSON INTERNATIONAL CORPORATION,USA,COMPUTERS,"215,472"
HQSMS,21/11/2018,44597,KUEHNE + NAGEL A/S,DNK,CHARTERS,"109,800"
HQSMS,21/11/2018,44607,NATIONAL TENT HOUSE,PAK,BLANKETS,"126,490"
KECBI,21/11/2018,3,EQUITY BANK KENYA LTD,KEN,FINANCIAL SERVICES,"172,416"
LBCBI,21/11/2018,133,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"9,408,375"
LBN01,21/11/2018,3109,NEXtCARE LEBANON SAL,LBN,CIVIL AFFAIRS SERVICES,"17,145,573"
LBN01,21/11/2018,3110,NEXtCARE LEBANON SAL,LBN,CIVIL AFFAIRS SERVICES,"600,000"
TUR01,21/11/2018,5267,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,LAMP/ LAMP COMPONENTS,"154,600"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TUR01,21/11/2018,5268,2AA TIP TEKNOLOJILERI VE BILGI SISTEMLER,TUR,SOAP/CLEANING /HYGIENE SUPPLIE,"286,250"
TUR01,21/11/2018,5269,ALTUNOZ ITHALAT IHRACAT SANAYI,TUR,BEDCLOTHES/ MATRESSES/ TOWELS,"1,858,038"
YECBI,21/11/2018,27,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"658,477"
BRA01,20/11/2018,559,"F. DOS SANTOS, Francirley",BRA,DOORS/ WINDOWS/ GLASS,"116,313"
DONIK,20/11/2018,577,Fast Retailing Co. Ltd.,JPN,CLOTHING,"305,497"
HQSMS,20/11/2018,44547,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"151,375"
HQSMS,20/11/2018,44565,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"552,150"
IRN01,20/11/2018,6481,BARIN PENDAR TRADING & SERVICE CO.,IRN,SECURITY/ SAFETY SERVICES,"114,214"
KEN01,20/11/2018,11113,UNITED NATIONS OFFICE AT NAIROBI,KEN,HEALTHCARE SERVICES,"188,010"
THA01,20/11/2018,1648,RMA Automotive Company Limited,THA,ENGINEERING SERVICES,"291,829"
DONIK,19/11/2018,574,Fast Retailing Co. Ltd.,JPN,CLOTHING,"1,983,118"
DONIK,19/11/2018,575,Fast Retailing Co. Ltd.,JPN,CLOTHING,"1,660,082"
DONIK,19/11/2018,576,TOMS SHOES LLC,USA,FOOTWEAR,"561,315"
HQSMS,19/11/2018,44524,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"111,600"
HQSMS,19/11/2018,44525,"NISSAN TRADING CO., LTD.",JPN,4x4 STATION WAGON,"105,513"
HQSMS,19/11/2018,44539,Better Shelter RHU AB,SWE,PREFABRICATED House,"119,455"
HQSMS,19/11/2018,44542,Better Shelter RHU AB,SWE,PREFABRICATED House,"597,273"
KEN01,19/11/2018,11108,UNITED NATIONS OFFICE AT NAIROBI,KEN,SECURITY/ SAFETY SERVICES,"131,166"
KEN01,19/11/2018,11110,RIARA CONSTRUCTION  AND ENGINEERING LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"120,000"
LBCBI,19/11/2018,129,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"254,400"
LBCBI,19/11/2018,131,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"213,500"
LBN01,19/11/2018,2779,ELECTRICITE DU LIBAN,LBN,UTILITIES,"136,722"
TRCBI,19/11/2018,54,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"307,164"
SYR01,18/11/2018,5166,AHMAD TAHANI AL-MAJZOUB,SYR,AIR CONDITIONING EQUIP/ SUPPL,"337,700"
SYR01,18/11/2018,5167,KARDISI Co.,IRQ,AIR CONDITIONING EQUIP/ SUPPL,"1,038,170"
HQSMS,16/11/2018,44495,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"112,670"
LBY01,16/11/2018,697,UNDP - LIBYA,LBY,BUSINESS/ ADMINISTRATIVE SER,"412,310"
PAN01,16/11/2018,788,INTERNATIONAL FEDERATION OF RED CROSS,PAN,STAFF EMERGENCY KIT,"131,605"
TUR01,16/11/2018,5233,SEHA MUHENDISLIK MUSAVIRLIK TICARET,TUR,COMPUTERS,"154,222"
VEN01,16/11/2018,1983,DANIA MARYURI COLMENARES MOLINA,VEN,STORAGE/PACKING/HANDLING,"139,343"
YEM01,16/11/2018,3449,UNICEF YEMEN,YEM,BUSINESS/ ADMINISTRATIVE SER,"139,865"
EGCBI,15/11/2018,10,Egyptian Post Authority,EGY,BUSINESS/ ADMINISTRATIVE SER,"463,402"
EGCBI,15/11/2018,11,Egyptian Post Authority,EGY,FINANCIAL SERVICES,"442,186"
HQSMS,15/11/2018,44469,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"658,324"
HQSMS,15/11/2018,44470,HCL Technologies Limited,IND,SOFTWARE,"407,880"
HQSMS,15/11/2018,44473,TOYOTA MOTOR CORPORATION,JPN,SEDAN,"628,000"
HQSMS,15/11/2018,44474,Scan Global Logistics A/S,DNK,CARGO/PASSENGER TRANSPORT,"257,802"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,15/11/2018,44482,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"114,840"
HQSMS,15/11/2018,44483,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"164,257"
HQSMS,15/11/2018,44483,TOYOTA MOTOR CORPORATION,JPN,MINIBUS,"294,561"
LBCBI,15/11/2018,128,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"1,200,000"
SYR01,15/11/2018,5163,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"199,043"
HQSMS,14/11/2018,44427,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"197,780"
HQSMS,14/11/2018,44440,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"3,242,761"
HQSMS,14/11/2018,44443,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"448,409"
HQSMS,14/11/2018,44445,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,784,133"
HQSMS,14/11/2018,44448,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,418,157"
HQSMS,14/11/2018,44453,WIPRO LIMITED,IND,FINANCIAL SERVICES,"102,310"
HQSMS,14/11/2018,44454,SPARTAN RELIEF SUPPLIES LIMITED,KEN,KITCHENWARE,"254,100"
HQSMS,14/11/2018,44455,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"3,691,268"
HQSMS,14/11/2018,44459,Panalpina Danmark Filial af Panalpina AB,DNK,CARGO/PASSENGER TRANSPORT,"873,000"
JOR01,14/11/2018,5447,ATEA,DNK,COMPUTERS,"625,958"
SCG02,14/11/2018,2274,AUTOTRADE sh.p.k.,KOS,4x4 STATION WAGON,"220,000"
SCG02,14/11/2018,2274,AUTOTRADE sh.p.k.,KOS,SEDAN,"143,864"
SYCBI,14/11/2018,20,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"565,046"
SYCBI,14/11/2018,21,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"565,046"
SYCBI,14/11/2018,22,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"204,484"
TRCBI,14/11/2018,53,PTTBANK,TUR,FINANCIAL SERVICES,"163,783"
UGA01,14/11/2018,7105,Great Out Come Limited,UGA,PERSONAL CARE PRODUCTS,"114,080"
HQSMS,13/11/2018,44407,O.K.I. GENERAL TRADING LLC,ARE,KITCHENWARE,"121,601"
LBCBI,13/11/2018,126,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"22,500,000"
LBR01,13/11/2018,2238,TOTAL LIBERIA INC.,LBR,DIESEL,"110,000"
SDN01,13/11/2018,6442,ALWAHA FOR SUPPLIES CO. LTD,ARE,SOAP/CLEANING /HYGIENE SUPPLIE,"177,863"
SYCBI,13/11/2018,19,ASYLUM SEEKERS/REFUGEES,SYR,FINANCIAL SERVICES,"1,653,790"
UGA01,13/11/2018,7102,HOTEL ZAWADI LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"163,183"
UGA01,13/11/2018,7103,LEAM INTERNATIONAL LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"145,360"
UNOPS,13/11/2018,31,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"252,989"
ETH01,12/11/2018,7215,T AND S TRADING P.L.C,ETH,AIR CONDITIONING EQUIP/ SUPPL,"198,518"
HQSMS,12/11/2018,44387,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"569,964"
HQSMS,12/11/2018,44401,Shree Balaji Woollen Mills,IND,BLANKETS,"562,637"
HQSMS,12/11/2018,44402,Shree Balaji Woollen Mills,IND,BLANKETS,"890,842"
NER01,12/11/2018,2762,ACS AIR CHARTER (PTY) LTD,ZAF,CARGO/PASSENGER TRANSPORT,"113,636"
RSHNA,12/11/2018,1328,UNITED NATIONS OFFICE AT NAIROBI,KEN,BUSINESS/ ADMINISTRATIVE SER,"103,306"
SOCBI,12/11/2018,4,Standard Chartered Somalia,SOM,BUSINESS/ ADMINISTRATIVE SER,"1,700,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
SOCBI,12/11/2018,4,Standard Chartered Somalia,SOM,FINANCIAL SERVICES,"800,000"
SYR01,12/11/2018,5157,ISPERCO/ Youssef Esper,SYR,SOAP/CLEANING /HYGIENE SUPPLIE,"212,992"
SYR01,12/11/2018,5158,ALHOUDA SARL,LBN,SOAP/CLEANING /HYGIENE SUPPLIE,"245,265"
TUR01,12/11/2018,5220,PAPILON SAVUNMA GUVENLIK SIST,TUR,DATA COLLECTION EQUIPMENT,"474,896"
TUR01,12/11/2018,5222,MANPOWER INSAN KAYNAKLARI LIMITED SIRKET,TUR,BUSINESS/ ADMINISTRATIVE SER,"5,867,519"
YEM01,12/11/2018,3447,Mohammed Al-Hadi office,YEM,CARGO/PASSENGER TRANSPORT,"189,712"
HQSMS,10/11/2018,44368,KITCHEN ESSENTIALS,IND,KITCHENWARE,"347,256"
HQSMS,10/11/2018,44370,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"421,766"
HQSMS,10/11/2018,44373,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"416,911"
HQSMS,10/11/2018,44380,ATEA,DNK,COMPUTERS,"130,900"
DONIK,9/11/2018,572,United Arab Emirates,CHE,CARGO/PASSENGER TRANSPORT,"251,000"
GRCBI,9/11/2018,45,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"536,324"
HQSMS,9/11/2018,44355,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"672,078"
HQSMS,9/11/2018,44359,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"717,051"
TZA01,9/11/2018,4163,EFT TEMP.ACCOUNT,TZA,FINANCIAL SERVICES,"286,487"
HQSMS,8/11/2018,44322,MARKET & OPINION RESEARCH INTERNATIONAL,GBR,BUSINESS/ ADMINISTRATIVE SER,"192,748"
HQSMS,8/11/2018,44324,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"314,860"
HQSMS,8/11/2018,44325,NRS Relief FZE,ARE,WATER BUCKET/ BASINE,"179,712"
HQSMS,8/11/2018,44328,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"118,228"
HQSMS,8/11/2018,44331,CENTURY AUTOMOBILES (NAIROBI) LIMITED,KEN,SPARE PARTS/ ACCESSORIES,"141,960"
HQSMS,8/11/2018,44334,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"236,145"
HQSMS,8/11/2018,44336,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"157,430"
IRQ01,8/11/2018,3570,Iraq Al-Iquhowan company,IRQ,DIESEL,"367,121"
JOR01,8/11/2018,5440,Bibars Foam MFG.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"139,831"
KEN01,8/11/2018,11087,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"138,343"
MXCBI,8/11/2018,23,SI VALE MEXICO S.A. DE C.V.,MEX,BUSINESS/ ADMINISTRATIVE SER,"116,147"
HQSMS,7/11/2018,44296,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
HQSMS,7/11/2018,44311,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"562,600"
HQSMS,7/11/2018,44316,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"134,455"
COL01,6/11/2018,4206,CENTURY MEDIA S.A.S.,COL,ADVERTISING/ INFORMATION SER,"109,722"
HQSMS,6/11/2018,44247,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"393,575"
HQSMS,6/11/2018,44251,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,6/11/2018,44255,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"236,145"
HQSMS,6/11/2018,44257,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,6/11/2018,44262,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"197,393"
HQSMS,6/11/2018,44264,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"197,393"
HQSMS,6/11/2018,44270,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"157,430"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,6/11/2018,44271,EDILSIDER S.P.A.,ITA,PREFABRICATED House,"111,385"
HQSMS,6/11/2018,44275,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
HQSMS,6/11/2018,44278,Better Shelter RHU AB,SWE,PREFABRICATED House,"657,000"
HQSMS,6/11/2018,44279,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"141,750"
NLD01,6/11/2018,69,Streetwise Marketing& Promotion Group BV,NLD,ADVERTISING/ INFORMATION SER,"113,335"
SOM01,6/11/2018,2657,TANA COPENHAGEN KENYA LIMITED,KEN,FINANCIAL SERVICES,"103,470"
SYR01,6/11/2018,5152,TAREK SAYEGH Est For Trading&Contracting,LBN,STRUCTURAL BUILDING PRODUCTS /,"481,190"
SYR01,6/11/2018,5153,Joseph and Elie Sanossian Company,SYR,STRUCTURAL BUILDING PRODUCTS /,"1,084,821"
TRCBI,6/11/2018,47,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"345,644"
TZA01,6/11/2018,4161,SOAP AND ALLIED INDUSTRIES LIMITED,TZA,SOAP/CLEANING /HYGIENE SUPPLIE,"346,626"
YEM01,6/11/2018,3435,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"141,366"
HQSMS,5/11/2018,44215,ALPINTER,BEL,BLANKETS,"689,472"
HQSMS,5/11/2018,44222,NATIONAL TENT HOUSE,PAK,BLANKETS,"246,879"
HQSMS,5/11/2018,44225,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"172,350"
HQSMS,5/11/2018,44227,NATIONAL TENT HOUSE,PAK,BLANKETS,"246,879"
HQSMS,5/11/2018,44229,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,5/11/2018,44231,NRS Relief FZE,ARE,BLANKETS,"122,220"
HQSMS,5/11/2018,44236,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"201,474"
HQSMS,5/11/2018,44240,Shree Balaji Woollen Mills,IND,BLANKETS,"147,852"
JOR01,5/11/2018,5430,Al-Edwan Contracting Company,JOR,MAINTENANCE/ CONSTRUCTION SER,"169,789"
RWA01,5/11/2018,1651,NYINAWAJAMBO COMPANY LTD,RWA,MAINTENANCE/ CONSTRUCTION SER,"140,301"
RWA01,5/11/2018,1652,NYINAWAJAMBO COMPANY LTD,RWA,MAINTENANCE/ CONSTRUCTION SER,"157,694"
RWCBI,5/11/2018,62,EQUITY BANK LIMITED-RWANDA,RWA,FINANCIAL SERVICES,"117,519"
THA01,5/11/2018,1639,SALESWORKS LIMITED,THA,ADVERTISING/ INFORMATION SER,"120,156"
UGA01,5/11/2018,7054,SOUTHERN RANGE NYANZA LIMITED,UGA,PERSONAL CARE PRODUCTS,"418,834"
YECBI,5/11/2018,25,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"4,081,182"
JOR01,4/11/2018,5424,Jordan Pioneer For Metal Industry,JOR,PREFABRICATED House,"108,086"
JOR01,4/11/2018,5426,Jordan Mobile Telephone Service Company,JOR,ADVERTISING/ INFORMATION SER,"125,706"
YEM01,4/11/2018,3432,SAMADAN STORES,YEM,CARGO/PASSENGER TRANSPORT,"168,220"
YEM01,4/11/2018,3433,MUSTAFA KAID MOHAMED,YEM,TRANSPORT SUPPORT,"450,000"
SYR01,3/11/2018,5147,SHEMA COMPANY,SYR,MAINTENANCE/ CONSTRUCTION SER,"837,422"
CAF01,2/11/2018,2061,TRADEX CENTRAFRIQUE,CAF,DIESEL,"122,979"
HQSMS,2/11/2018,44204,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"232,407"
KOR01,2/11/2018,864,Salesworks Korea LLC,KOR,ADVERTISING/ INFORMATION SER,"672,309"
TCD01,2/11/2018,6464,NECOBAG,TCD,MAINTENANCE/ CONSTRUCTION SER,"136,268"
TCD01,2/11/2018,6465,ETS MBA ( MAHAMAT BRAHIM ABAKAR ),TCD,MAINTENANCE/ CONSTRUCTION SER,"101,483"
ETH01,1/11/2018,7166,SUGAR CORPORATION,ETH,FUELS (UNSPECIFIED),"137,286"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
KEN01,1/11/2018,11069,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,ROOFING MATERIAL,"128,072"
KEN01,1/11/2018,11069,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,"STRUCTURAL MATERIALS ( TIMBER,","194,346"
LBCBI,1/11/2018,119,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"4,863,075"
SYR01,1/11/2018,5144,KHULUD SIRRI HALABI / DHL Express,LBN,CARGO/PASSENGER TRANSPORT,"150,000"
TRCBI,1/11/2018,42,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"218,097"
TZA01,1/11/2018,4154,TOTAL DIMENSIONS (EA) LTD,TZA,CLOTHING,"229,844"
UGA01,1/11/2018,7046,SURGIPHARM UGANDA LTD,UGA,SPECIALIZED DRUGS,"199,092"
UGA01,1/11/2018,7049,MOTI PHARMA (U) LTD.,UGA,SPECIALIZED DRUGS,"180,432"
GRC01,31/10/2018,3099,KIMONAS SAXIONIS-X.SAXIONI OE,GRC,MEETING/TRAVEL/ FOOD SER,"211,561"
HQSMS,31/10/2018,44176,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"225,074"
HQSMS,31/10/2018,44182,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"225,074"
HQSMS,31/10/2018,44183,KITCHEN ESSENTIALS,IND,KITCHENWARE,"595,974"
HQSMS,31/10/2018,44187,KUEHNE + NAGEL A/S,DNK,CHARTERS,"205,500"
HQSMS,31/10/2018,44193,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"366,104"
HQSMS,31/10/2018,44198,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"141,750"
IQCBI,31/10/2018,6,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"1,190,974"
JOCBI,31/10/2018,26,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"6,000,614"
JOCBI,31/10/2018,28,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"211,864"
PAK01,31/10/2018,5808,KHALIL AHMED AND BROTHERS,PAK,MAINTENANCE/ CONSTRUCTION SER,"121,008"
SYR01,31/10/2018,5143,KHULUD SIRRI HALABI / DHL Express,LBN,STORAGE/PACKING/HANDLING,"429,000"
ETCBI,30/10/2018,13,Commerical Bank of Ethiopia,ETH,FINANCIAL SERVICES,"147,634"
HQSMS,30/10/2018,44142,ELCA INFORMATIQUE SA,CHE,FINANCIAL SERVICES,"137,513"
HQSMS,30/10/2018,44155,PLANSON INTERNATIONAL CO.,USA,PRINTER/ PRINTER ACCESSORIES,"185,505"
HQSMS,30/10/2018,44161,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"194,880"
IRQ01,30/10/2018,3563,DANOFFICE PLC,DNK,COMPUTERS,"262,600"
UGA01,30/10/2018,7044,MUKWANO INDUSTRIES UGANDA LIMITED,UGA,SOAP/CLEANING /HYGIENE SUPPLIE,"448,026"
ETH01,29/10/2018,7150,FINCHETU BUSINESS PLC,ETH,PERSONAL CARE PRODUCTS,"501,028"
HQSMS,29/10/2018,44116,Bollore Logistics India Limited,IND,CARGO/PASSENGER TRANSPORT,"109,445"
HQSMS,29/10/2018,44120,RELIEFLINE KENYA LTD,KEN,PERSONAL CARE PRODUCTS,"350,000"
HQSMS,29/10/2018,44121,RELIEFLINE KENYA LTD,KEN,PLASTIC PRODUCTS (SHEETS & ROL,"248,600"
HQSMS,29/10/2018,44132,Tana Netting FZ-LLC,ARE,MOSQUITO NET,"136,819"
JOCBI,29/10/2018,25,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"25,105,918"
JOR01,29/10/2018,5419,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"320,831"
KEN01,29/10/2018,11057,UNITED NATIONS OFFICE AT NAIROBI,KEN,HEALTHCARE SERVICES,"129,904"
MRT01,29/10/2018,1136,SMP-ATLAS,MRT,DIESEL,"136,874"
